review,word count,char count,stopword count
"Shocked at how bad our server was and the experience as a whole for this area.  All of the staff was rude and had an attitude.  It was one of those places where the staff all acted like you were an inconvenience to them, like they had something better to do than wait on you.  For these prices I expect better.   Also the CHINTZIEST pours I've ever seen for wine and they are overcharging for their glasses.  Barely a 4 oz pour, I've had bigger pours wine tasting... Will not be coming back here, there are SO many good restaurants in SF and in this area, don't waste your time here.",112,583,52
We just ordered salty pups and are waiting for them. Will update on results. Very hopeful.Edit 1: Has not come yet.,21,115,6
"They accommodated us my wedding party after city hall. It was very good food, price and ambience. Will definitely come back.",21,124,5
"4 humble stars solely for the house made chicken pate appetizer. Honestly, if I could redo the meal, I would've convinced my friends to order two orders of the chicken pate. It comes with a side of a generous dollop of grainy mustard, jam (omg so freaking delicious), and 4 pieces of thick rustic bread, perfectly toasted with charred marks. The waiter was also so nice to give us another order of bread for free!The other items that we ordered were alright, nothing too memorable. But man... that chicken pate is so, so, so mesmerizing. If you can't already guess, I highly recommend ordering 1+ order of the chicken pate : )",112,626,33
"Wonderful service and great food. I arrived before my friend and the hostess was kind enough to seat me anyway, even on a busy Sunday, without a reservation. I was able to enjoy the ambiance and sip a coffee while I waited. My friend had the loco Moco (her go-to) and I had the Sunnyside Joe's. It was delicious. Very flavorful and fresh... and filling. I asked for French fries instead of breakfast potatoes and they kindly obliged. 5 stars for excellent service and excellent food. I'll definitely be back!",90,508,32
Amazing...loved the service and food! Would recommend this restaurant to any guest traveling from out of town!,17,110,8
"Recently ordered takeout from Starbelly during Covid-19 SIP. This is one of my coworkers' favorite restaurant as she introduce it to us, so we have dined here a few times pre-SIP, and celebrated a birthday or two here. Being in Castro, this place has always been really happening and busy. One of our (my friends and I) favorites here is their signature Starbelly spaghetti. Sweet, tomato-y al-dente spaghetti and then a bite into their signature house-made pork belly aka Starbelly...Wow!Sometimes you just want to share something amazing, so I got the spaghetti (Star of the show) so my hubby can try it. He thought it was delicious, too. I also ordered the pizza (yummy) and the fried chicken burger. And a side salad. Because we ordered so much, we shared some with a neighbor and we still had a lot of leftovers. Although we didn't all eat together at the same time, we were all able to try something really delicious together.",162,932,71
Great first date spot. Loved the outdoor area. I ordered the Margherita pizza. I got this drink at the bar that the bartender recommended. It had egg whites and Portuguese hard liquor. No idea what it was called but it was light and airy.  I would definitely return for a dinner with friends or a date night.,57,308,21
"A-MAZING! The food here is always worth the trip from San Jose. I came for the brunch on Saturday. I decide to try the Chorizo and Sunny side eggs pizza. It tasted so fresh. All the ingredients worked well on the pizza. I had never had a pizza with sunny side eggs cooked on top. Now I wonder why I'm just discovering this! I highly recommend it along with the FRIES. They give you a ton of fries - enough to share. The drinks are also excellent, both alcoholic and non-alcoholic. I had a lychee martini and a glass of orange juice. Great brunch. Be sure you make reservations. It was packed for brunch with a long waiting list. I was so happy I had made reservations.",127,668,44
"Overall: Great place to have brunch over the weekend. Parking is easy to find - lots of free spaces on the streets.Food: I love their French toast! It's crispy and not too sweet The Loco Moco dish is alright, a bit salty tho. My friend ordered Sunnyside Joe's and said the beef was juicy and tasted good.Service: our server was great. Though he seemed very busy and not always around, it wasn't hard to find him and ask for things.",80,431,31
